Custid,Dayswus_mm,Freq_mm,Recency_mm,LTV_mm,value_labels,Dryred_dec,Sweetred_dec,Drywh_dec,Sweetwh_dec,Dessert_dec,Exotic_dec,labels,wine_labels,Freq,Recency,Monetary,Frequency_Rank,Recency_Rank,Monetary_Rank,RFM_Ave,wine_letters,merged_labels
3768,0.5228571428571428,0.5283018867924528,0.122040072859745,0.36898096304591266,2,0.51,0.06,0.33,0.08,0.02,0.04,13,1,29.0,67.0,1408.0,5,2,5,4.0,B,2B
1914,0.7971428571428573,0.05660377358490566,0.1111111111111111,0.10638297872340426,1,0.69,0.06,0.11,0.05,0.08,0.26,3,2,4.0,61.0,71.0,1,2,2,1.6666666666666667,C,1C
10415,0.7600000000000001,0.7547169811320754,0.1384335154826958,0.5699888017917133,2,0.43,0.19,0.27,0.05,0.06,0.12,7,0,41.0,76.0,2164.0,5,2,5,4.0,A,2A
3040,0.0,0.5094339622641509,0.01639344262295082,0.4736842105263158,3,0.59,0.01,0.35,0.03,0.02,0.03,13,1,28.0,9.0,1346.0,5,5,5,5.0,B,3B
7569,0.5299999999999999,0.24528301886792453,0.15664845173041894,0.1606942889137738,1,0.49,0.11,0.3,0.01,0.08,0.02,13,1,14.0,86.0,481.0,3,1,3,2.3333333333333335,B,1B
5636,0.23428571428571432,0.11320754716981132,0.1657559198542805,0.11814109742441209,0,0.64,0.01,0.27,0.04,0.04,0.48,2,2,7.0,91.0,183.0,2,1,2,1.6666666666666667,C,0C
3633,0.13571428571428568,0.05660377358490566,0.10200364298724954,0.1103023516237402,0,0.4,0.09,0.24,0.17,0.09,0.48,12,1,4.0,56.0,72.0,1,3,2,2.0,B,0B
2599,0.4257142857142858,0.32075471698113206,0.17304189435336975,0.16573348264277715,3,0.7,0.02,0.25,0.02,0.01,0.03,1,2,18.0,95.0,707.0,4,1,4,3.0,C,3C
5258,0.8657142857142858,0.6415094339622641,0.04918032786885246,0.6668533034714446,2,0.23,0.15,0.43,0.02,0.18,0.03,0,2,35.0,27.0,1793.0,5,4,5,4.666666666666667,C,2C
9026,0.6542857142857142,0.03773584905660378,0.1111111111111111,0.09182530795072788,1,0.64,0.06,0.15,0.09,0.06,0.13,1,2,3.0,61.0,64.0,1,2,2,1.6666666666666667,C,1C
6956,0.8557142857142858,0.18867924528301885,0.058287795992714025,0.11982082866741321,1,0.86,0.02,0.07,0.03,0.02,0.27,3,2,11.0,32.0,341.0,3,4,3,3.3333333333333335,C,1C
1199,0.1557142857142857,0.2830188679245283,0.04735883424408015,0.19764837625979842,3,0.36,0.21,0.3,0.02,0.11,0.04,7,0,16.0,26.0,590.0,3,4,3,3.3333333333333335,A,3A
1425,0.5128571428571428,0.4339622641509434,0.009107468123861567,0.33762597984322507,3,0.86,0.01,0.11,0.01,0.01,0.31,3,2,24.0,5.0,1083.0,4,5,4,4.333333333333333,C,3C
8123,0.6814285714285714,0.6226415094339622,0.08925318761384335,0.6416573348264277,2,0.57,0.05,0.31,0.04,0.04,0.01,13,1,34.0,49.0,1722.0,5,3,5,4.333333333333333,B,2B
2981,0.6471428571428571,0.05660377358490566,0.03825136612021858,0.09630459126539753,1,0.27,0.25,0.15,0.06,0.27,0.14,14,1,4.0,21.0,57.0,1,4,1,2.0,B,1B
8113,0.9614285714285714,0.22641509433962265,0.15482695810564662,0.04479283314669653,1,0.58,0.07,0.23,0.05,0.07,0.21,17,1,13.0,85.0,437.0,3,1,3,2.3333333333333335,B,1B
10734,0.92,0.5849056603773585,0.10200364298724954,0.4585666293393057,2,0.3,0.11,0.43,0.07,0.09,0.1,0,2,32.0,56.0,1600.0,5,3,5,4.333333333333333,C,2C
9849,0.722857142857143,0.18867924528301885,0.06375227686703097,0.13045912653975364,1,0.94,0.0,0.06,0.0,0.0,0.0,4,2,11.0,35.0,344.0,3,4,3,3.3333333333333335,C,1C
1991,0.5671428571428571,0.4339622641509434,0.1785063752276867,0.27491601343784994,3,0.74,0.07,0.17,0.02,0.0,0.32,3,2,24.0,98.0,1083.0,4,1,4,3.0,C,3C
2723,0.1685714285714286,0.32075471698113206,0.1111111111111111,0.24132138857782756,3,0.55,0.02,0.33,0.06,0.04,0.16,13,1,18.0,61.0,709.0,4,2,4,3.3333333333333335,B,3B
10875,0.9385714285714285,0.5849056603773585,0.18032786885245902,0.41321388577827545,2,0.47,0.11,0.29,0.02,0.11,0.21,7,0,32.0,99.0,1596.0,5,1,5,3.6666666666666665,A,2A
6549,0.33571428571428574,0.03773584905660378,0.023679417122040074,0.09910414333706608,0,0.3,0.13,0.49,0.02,0.06,0.38,9,0,3.0,13.0,32.0,1,5,1,2.3333333333333335,A,0A
8288,0.7628571428571428,0.18867924528301885,0.061930783242258654,0.12318029115341546,1,0.9,0.0,0.09,0.0,0.0,0.06,4,2,11.0,34.0,343.0,3,4,3,3.3333333333333335,C,1C
7560,0.5614285714285715,0.18867924528301885,0.08743169398907104,0.1360582306830907,1,0.57,0.02,0.37,0.02,0.02,0.1,13,1,11.0,48.0,345.0,3,3,3,3.0,B,1B
6574,0.7100000000000001,0.5094339622641509,0.16757741347905283,0.35890257558790595,2,0.62,0.08,0.2,0.09,0.02,0.16,1,2,28.0,92.0,1334.0,5,1,5,3.6666666666666665,C,2C
3430,0.3014285714285715,0.03773584905660378,0.07103825136612021,0.1013437849944009,0,0.49,0.06,0.39,0.05,0.01,0.03,13,1,3.0,39.0,56.0,1,4,1,2.0,B,0B
4372,0.19428571428571428,0.018867924528301886,0.09836065573770492,0.09910414333706608,0,0.08,0.12,0.41,0.31,0.08,0.39,5,2,2.0,54.0,26.0,1,3,1,1.6666666666666667,C,0C
5694,0.2271428571428572,0.4716981132075472,0.07103825136612021,0.38241881298992164,3,0.72,0.04,0.22,0.01,0.01,0.09,10,0,26.0,39.0,1205.0,4,4,4,4.0,A,3A
10501,0.09999999999999998,0.1320754716981132,0.15846994535519127,0.13381858902575589,0,0.47,0.16,0.21,0.08,0.08,0.02,7,0,8.0,87.0,217.0,2,1,2,1.6666666666666667,A,0A
3123,0.37142857142857155,0.03773584905660378,0.0036429872495446266,0.0929451287793953,0,0.79,0.01,0.1,0.05,0.05,0.07,10,0,3.0,2.0,35.0,1,5,1,2.3333333333333335,A,0A
4532,0.19428571428571428,0.3773584905660377,0.058287795992714025,0.24636058230683092,3,0.81,0.02,0.14,0.02,0.02,0.14,10,0,21.0,32.0,900.0,4,4,4,4.0,A,3A
9468,0.7357142857142857,0.1320754716981132,0.023679417122040074,0.13269876819708848,1,0.67,0.01,0.29,0.02,0.01,0.12,1,2,8.0,13.0,220.0,2,5,2,3.0,C,1C
5427,0.5199999999999999,0.1509433962264151,0.03278688524590164,0.10694288913773796,0,0.27,0.12,0.41,0.11,0.09,0.09,0,2,9.0,18.0,258.0,3,5,3,3.6666666666666665,C,0C
1963,0.06571428571428573,0.03773584905660378,0.10018214936247723,0.10638297872340426,0,0.42,0.03,0.37,0.08,0.1,0.25,12,1,3.0,55.0,65.0,1,3,2,2.0,B,0B
3016,0.8671428571428571,0.32075471698113206,0.14571948998178508,0.2368421052631579,2,0.46,0.06,0.39,0.06,0.03,0.05,8,0,18.0,80.0,712.0,4,2,4,3.3333333333333335,A,2A
7071,0.7400000000000001,0.3962264150943396,0.13479052823315119,0.25531914893617025,2,0.22,0.11,0.48,0.14,0.05,0.02,6,0,22.0,74.0,962.0,4,2,4,3.3333333333333335,A,2A
2563,0.7714285714285715,0.11320754716981132,0.03825136612021858,0.10358342665173573,1,0.59,0.02,0.3,0.01,0.08,0.09,1,2,7.0,21.0,181.0,2,4,2,2.6666666666666665,C,1C
1797,0.32285714285714284,0.03773584905660378,0.11475409836065574,0.09686450167973125,0,0.45,0.04,0.37,0.07,0.07,0.22,12,1,3.0,63.0,66.0,1,2,2,1.6666666666666667,B,0B
4656,0.45000000000000007,0.4150943396226415,0.15846994535519127,0.3527435610302352,3,0.63,0.01,0.31,0.02,0.04,0.06,1,2,23.0,87.0,1026.0,4,1,4,3.0,C,3C
8012,0.0014285714285714457,0.018867924528301886,0.1785063752276867,0.1007838745800672,0,0.57,0.04,0.12,0.13,0.14,0.21,17,1,2.0,98.0,32.0,1,1,1,1.0,B,0B
1621,0.4585714285714285,0.7169811320754716,0.15664845173041894,0.47032474804031354,2,0.47,0.04,0.4,0.04,0.04,0.13,8,0,39.0,86.0,2043.0,5,1,5,3.6666666666666665,A,2A
2381,0.08571428571428574,0.33962264150943394,0.052823315118397086,0.24972004479283316,3,0.09,0.17,0.52,0.19,0.03,0.02,6,0,19.0,29.0,763.0,4,4,4,4.0,A,3A
3003,0.0714285714285714,0.32075471698113206,0.14207650273224043,0.27827547592385216,3,0.36,0.01,0.42,0.17,0.04,0.04,8,0,18.0,78.0,720.0,4,2,4,3.3333333333333335,A,3A
10499,0.10428571428571431,0.05660377358490566,0.10018214936247723,0.10022396416573348,0,0.59,0.08,0.21,0.06,0.06,0.3,17,1,4.0,55.0,56.0,1,3,1,1.6666666666666667,B,0B
5364,0.4442857142857143,0.07547169811320754,0.1621129326047359,0.09686450167973125,0,0.85,0.0,0.13,0.01,0.01,0.05,4,2,5.0,89.0,117.0,2,1,2,1.6666666666666667,C,0C
2317,0.04714285714285715,0.22641509433962265,0.122040072859745,0.13157894736842105,0,0.82,0.01,0.14,0.02,0.02,0.1,4,2,13.0,67.0,446.0,3,2,3,2.6666666666666665,C,0C
3443,0.6714285714285714,0.03773584905660378,0.1493624772313297,0.09798432250839866,1,0.05,0.08,0.5,0.1,0.27,0.22,9,0,3.0,82.0,41.0,1,1,1,1.0,A,1A
1617,0.4700000000000001,0.5471698113207547,0.07650273224043716,0.44904815229563266,2,0.43,0.03,0.49,0.04,0.02,0.05,8,0,30.0,42.0,1467.0,5,3,5,4.333333333333333,A,2A
6601,0.3471428571428571,0.03773584905660378,0.03460837887067395,0.10750279955207168,0,0.26,0.26,0.32,0.15,0.01,0.27,14,1,3.0,19.0,66.0,1,5,2,2.6666666666666665,B,0B
3708,0.10999999999999999,0.018867924528301886,0.029143897996357013,0.10302351623740202,0,0.39,0.13,0.37,0.01,0.1,0.29,12,1,2.0,16.0,40.0,1,5,1,2.3333333333333335,B,0B
10414,0.6814285714285714,0.3018867924528302,0.13296903460837886,0.1690929451287794,1,0.85,0.02,0.1,0.03,0.0,0.02,4,2,17.0,73.0,644.0,3,2,3,2.6666666666666665,C,1C
10650,0.6228571428571429,0.33962264150943394,0.058287795992714025,0.2872340425531915,1,0.9,0.01,0.08,0.01,0.0,0.03,4,2,19.0,32.0,775.0,4,4,4,4.0,C,1C
4699,0.27428571428571435,0.7358490566037735,0.15300546448087432,0.5543113101903695,3,0.33,0.01,0.56,0.04,0.07,0.02,6,0,40.0,84.0,2103.0,5,1,5,3.6666666666666665,A,3A
4581,0.8742857142857142,0.4339622641509434,0.1621129326047359,0.21332586786114222,2,0.84,0.0,0.15,0.0,0.0,0.03,4,2,24.0,89.0,1084.0,4,1,4,3.0,C,2C
1668,0.19428571428571428,0.7358490566037735,0.08014571948998178,0.7368421052631579,3,0.63,0.05,0.24,0.02,0.06,0.01,1,2,40.0,44.0,2109.0,5,3,5,4.333333333333333,C,3C
10058,0.33999999999999997,0.03773584905660378,0.04735883424408015,0.09854423292273236,0,0.09,0.2,0.28,0.18,0.25,0.4,5,2,3.0,26.0,21.0,1,4,1,2.0,C,0C
7643,0.6442857142857142,0.4528301886792453,0.02185792349726776,0.32530795072788354,2,0.8,0.01,0.15,0.03,0.01,0.24,3,2,25.0,12.0,1152.0,4,5,4,4.333333333333333,C,2C
8475,0.9471428571428572,0.2641509433962264,0.11839708561020036,0.13717805151175813,1,0.86,0.02,0.11,0.0,0.01,0.16,4,2,15.0,65.0,538.0,3,2,3,2.6666666666666665,C,1C
2372,0.11285714285714288,0.11320754716981132,0.07285974499089254,0.1349384098544233,0,0.39,0.17,0.27,0.08,0.09,0.07,7,0,7.0,40.0,184.0,2,4,2,2.6666666666666665,A,0A
5164,0.8814285714285713,0.07547169811320754,0.023679417122040074,0.09574468085106383,1,0.22,0.24,0.21,0.26,0.08,0.14,16,1,5.0,13.0,86.0,2,5,2,3.0,B,1B
2174,0.014285714285714346,0.16981132075471697,0.11839708561020036,0.14725643896976484,0,0.44,0.05,0.18,0.18,0.15,0.04,7,0,10.0,65.0,306.0,3,2,3,2.6666666666666665,A,0A
5749,0.6828571428571429,0.4528301886792453,0.03825136612021858,0.2665173572228443,2,0.69,0.01,0.19,0.04,0.07,0.0,10,0,25.0,21.0,1143.0,4,4,4,4.0,A,2A
4436,0.2042857142857143,0.018867924528301886,0.1366120218579235,0.09910414333706608,0,0.21,0.14,0.21,0.11,0.32,0.52,5,2,2.0,75.0,42.0,1,2,1,1.3333333333333333,C,0C
2612,0.004285714285714337,0.2830188679245283,0.15300546448087432,0.1780515117581187,3,0.55,0.03,0.34,0.04,0.04,0.12,13,1,16.0,84.0,598.0,3,1,3,2.3333333333333335,B,3B
2483,0.44285714285714295,0.05660377358490566,0.08743169398907104,0.093505039193729,0,0.24,0.1,0.43,0.18,0.05,0.18,0,2,4.0,48.0,41.0,1,3,1,1.6666666666666667,C,0C
1607,0.4685714285714285,0.3962264150943396,0.03825136612021858,0.2665173572228443,3,0.52,0.05,0.27,0.07,0.1,0.01,13,1,22.0,21.0,955.0,4,4,4,4.0,B,3B
2233,0.0014285714285714457,0.018867924528301886,0.1493624772313297,0.09742441209406495,0,0.6,0.1,0.29,0.0,0.01,0.08,1,2,2.0,82.0,34.0,1,1,1,1.0,C,0C
1871,0.0714285714285714,0.18867924528301885,0.04553734061930783,0.1690929451287794,0,0.72,0.01,0.25,0.0,0.01,0.05,10,0,11.0,25.0,338.0,3,4,3,3.3333333333333335,A,0A
9700,0.30714285714285705,0.03773584905660378,0.07103825136612021,0.09630459126539753,0,0.32,0.12,0.35,0.1,0.1,0.34,12,1,3.0,39.0,36.0,1,4,1,2.0,B,0B
1853,0.9042857142857142,0.49056603773584906,0.014571948998178506,0.393057110862262,2,0.82,0.0,0.16,0.01,0.0,0.06,10,0,27.0,8.0,1281.0,4,5,5,4.666666666666667,A,2A
10551,0.38,0.11320754716981132,0.03825136612021858,0.11254199328107503,0,0.8,0.01,0.16,0.01,0.02,0.18,3,2,7.0,21.0,187.0,2,4,2,2.6666666666666665,C,0C
1255,0.3985714285714287,0.4716981132075472,0.08743169398907104,0.3348264277715566,3,0.79,0.02,0.12,0.0,0.07,0.1,10,0,26.0,48.0,1205.0,4,3,4,3.6666666666666665,A,3A
7139,0.4257142857142858,0.018867924528301886,0.11475409836065574,0.09742441209406495,0,0.38,0.03,0.31,0.1,0.17,0.31,12,1,2.0,63.0,25.0,1,2,1,1.3333333333333333,B,0B
4278,0.4871428571428572,0.24528301886792453,0.1092896174863388,0.15789473684210525,1,0.83,0.01,0.15,0.01,0.0,0.03,4,2,14.0,60.0,490.0,3,3,3,3.0,C,1C
4848,0.6857142857142858,0.5283018867924528,0.1384335154826958,0.3460246360582307,2,0.97,0.0,0.03,0.0,0.0,0.01,4,2,29.0,76.0,1410.0,5,2,5,4.0,C,2C
4133,0.7814285714285715,0.6226415094339622,0.04007285974499089,0.4423292273236282,2,0.49,0.08,0.38,0.02,0.03,0.02,13,1,34.0,22.0,1723.0,5,4,5,4.666666666666667,B,2B
10695,0.972857142857143,0.4716981132075472,0.04007285974499089,0.36114221724524076,2,0.28,0.08,0.43,0.12,0.09,0.1,0,2,26.0,22.0,1205.0,4,4,4,4.0,C,2C
10835,0.86,0.5849056603773585,0.02185792349726776,0.43337066069428887,2,0.23,0.1,0.51,0.1,0.05,0.06,6,0,32.0,12.0,1595.0,5,5,5,5.0,A,2A
6718,0.9557142857142856,0.32075471698113206,0.07832422586520947,0.10358342665173573,1,0.86,0.01,0.09,0.02,0.02,0.08,4,2,18.0,43.0,716.0,4,3,4,3.6666666666666665,C,1C
10321,0.6685714285714285,0.018867924528301886,0.056466302367941715,0.09966405375139978,1,0.18,0.2,0.32,0.13,0.17,0.32,14,1,2.0,31.0,32.0,1,4,1,2.0,B,1B
5763,0.9842857142857143,0.33962264150943394,0.01639344262295082,0.23404255319148937,1,0.75,0.01,0.22,0.01,0.01,0.03,10,0,19.0,9.0,776.0,4,5,4,4.333333333333333,A,1A
6825,0.052857142857142825,0.16981132075471697,0.15846994535519127,0.15509518477043674,0,0.66,0.04,0.27,0.02,0.02,0.02,1,2,10.0,87.0,298.0,3,1,3,2.3333333333333335,C,0C
7720,0.5742857142857144,0.5660377358490566,0.03642987249544627,0.4792833146696529,2,0.3,0.01,0.36,0.25,0.08,0.04,0,2,31.0,20.0,1534.0,5,5,5,5.0,C,2C
9609,0.40142857142857136,0.24528301886792453,0.08196721311475409,0.21948488241881298,3,0.6,0.0,0.24,0.12,0.04,0.05,1,2,14.0,45.0,488.0,3,3,3,3.0,C,3C
2761,0.6657142857142858,0.4339622641509434,0.15846994535519127,0.31970884658454646,2,0.8,0.04,0.15,0.01,0.0,0.05,10,0,24.0,87.0,1091.0,4,1,4,3.0,A,2A
5677,0.7899999999999999,0.07547169811320754,0.10564663023679417,0.093505039193729,1,0.05,0.3,0.37,0.02,0.26,0.2,14,1,5.0,58.0,79.0,2,3,2,2.3333333333333335,B,1B
1974,0.3157142857142857,0.32075471698113206,0.1366120218579235,0.3001119820828667,3,0.39,0.14,0.32,0.07,0.09,0.02,7,0,18.0,75.0,705.0,4,2,4,3.3333333333333335,A,3A
4585,0.8871428571428571,0.2830188679245283,0.08925318761384335,0.08118701007838747,1,0.59,0.02,0.32,0.03,0.04,0.06,13,1,16.0,49.0,588.0,3,3,3,3.0,B,1B
1301,0.8628571428571429,0.11320754716981132,0.17304189435336975,0.13885778275475924,1,0.4,0.09,0.33,0.0,0.17,0.57,15,1,7.0,95.0,183.0,2,1,2,1.6666666666666667,B,1B
4827,0.09142857142857141,0.07547169811320754,0.1657559198542805,0.10582306830907055,0,0.58,0.07,0.16,0.12,0.07,0.11,1,2,5.0,91.0,118.0,2,1,2,1.6666666666666667,C,0C
5287,0.2171428571428572,0.07547169811320754,0.14571948998178508,0.093505039193729,0,0.19,0.18,0.23,0.2,0.2,0.31,11,0,5.0,80.0,52.0,2,2,1,1.6666666666666667,A,0A
3097,0.12,0.07547169811320754,0.014571948998178506,0.09630459126539753,0,0.54,0.04,0.31,0.03,0.08,0.08,13,1,5.0,8.0,118.0,2,5,2,3.0,B,0B
5060,0.23428571428571432,0.5849056603773585,0.056466302367941715,0.5711086226203808,3,0.58,0.02,0.35,0.04,0.01,0.02,13,1,32.0,31.0,1602.0,5,4,5,4.666666666666667,B,3B
3522,0.07714285714285718,0.05660377358490566,0.15664845173041894,0.1007838745800672,0,0.2,0.18,0.35,0.15,0.12,0.05,0,2,4.0,86.0,58.0,1,1,2,1.3333333333333333,C,0C
8131,0.7971428571428573,0.11320754716981132,0.1384335154826958,0.10470324748040313,1,0.22,0.03,0.69,0.04,0.02,0.02,6,0,7.0,76.0,188.0,2,2,2,2.0,A,1A
6626,0.8528571428571429,0.018867924528301886,0.0546448087431694,0.093505039193729,1,0.2,0.11,0.3,0.29,0.1,0.72,15,1,2.0,30.0,41.0,1,4,1,2.0,B,1B
3537,0.0028571428571428914,0.1509433962264151,0.07103825136612021,0.14781634938409854,0,0.19,0.23,0.27,0.05,0.26,0.17,14,1,9.0,39.0,255.0,3,4,3,3.3333333333333335,B,0B
2294,0.6314285714285713,0.018867924528301886,0.014571948998178506,0.09910414333706608,1,0.39,0.13,0.43,0.02,0.03,0.03,8,0,2.0,8.0,29.0,1,5,1,2.3333333333333335,A,1A
10740,0.9314285714285714,0.7547169811320754,0.08014571948998178,0.7144456886898096,2,0.28,0.11,0.45,0.07,0.09,0.03,6,0,41.0,44.0,2166.0,5,3,5,4.333333333333333,A,2A
4965,0.12142857142857144,0.03773584905660378,0.06557377049180328,0.09518477043673013,0,0.88,0.02,0.09,0.0,0.01,0.14,4,2,3.0,36.0,55.0,1,4,1,2.0,C,0C
2590,0.9314285714285714,0.09433962264150944,0.11293260473588343,0.0845464725643897,1,0.6,0.01,0.36,0.01,0.02,0.09,13,1,6.0,62.0,153.0,2,2,2,2.0,B,1B
6676,0.36142857142857154,0.07547169811320754,0.1384335154826958,0.09910414333706608,0,0.07,0.29,0.31,0.03,0.3,0.76,18,1,5.0,76.0,63.0,2,2,2,2.0,B,0B
4984,0.14571428571428569,0.5283018867924528,0.03460837887067395,0.5027995520716685,3,0.49,0.01,0.22,0.11,0.17,0.27,17,1,29.0,19.0,1406.0,5,5,5,5.0,B,3B
4422,0.5871428571428571,0.018867924528301886,0.06739526411657559,0.09854423292273236,1,0.83,0.01,0.16,0.0,0.0,0.34,3,2,2.0,37.0,37.0,1,4,1,2.0,C,1C
5562,0.6728571428571429,0.0,0.16757741347905283,0.1007838745800672,1,0.02,0.3,0.22,0.24,0.22,0.6,18,1,1.0,92.0,14.0,1,1,1,1.0,B,1B
10564,0.6728571428571429,0.3773584905660377,0.0036429872495446266,0.2698768197088466,1,0.4,0.01,0.2,0.22,0.17,0.04,7,0,21.0,2.0,902.0,4,5,4,4.333333333333333,A,1A
6478,0.4442857142857143,0.05660377358490566,0.08378870673952642,0.09630459126539753,0,0.29,0.23,0.2,0.09,0.19,0.06,14,1,4.0,46.0,58.0,1,3,2,2.0,B,0B
7691,0.4971428571428572,0.03773584905660378,0.16029143897996356,0.1007838745800672,1,0.11,0.17,0.32,0.13,0.26,0.14,11,0,3.0,88.0,65.0,1,1,2,1.3333333333333333,A,1A
3809,0.82,0.09433962264150944,0.01092896174863388,0.08230683090705487,1,0.44,0.09,0.33,0.07,0.07,0.22,12,1,6.0,6.0,147.0,2,5,2,3.0,B,1B
2349,0.4600000000000001,0.24528301886792453,0.1657559198542805,0.15005599104143336,1,0.85,0.0,0.13,0.01,0.01,0.01,4,2,14.0,91.0,496.0,3,1,3,2.3333333333333335,C,1C
8698,0.6,0.7169811320754716,0.030965391621129327,0.5436730123180291,2,0.48,0.02,0.45,0.0,0.04,0.06,8,0,39.0,17.0,2045.0,5,5,5,5.0,A,2A
8827,0.6442857142857142,0.09433962264150944,0.17304189435336975,0.07838745800671892,1,0.57,0.01,0.4,0.01,0.01,0.04,13,1,6.0,95.0,149.0,2,1,2,1.6666666666666667,B,1B
9695,0.6257142857142858,0.2830188679245283,0.012750455373406192,0.19036954087346025,1,0.66,0.02,0.28,0.03,0.01,0.19,17,1,16.0,7.0,605.0,3,5,3,3.6666666666666665,B,1B
2186,0.19000000000000006,0.3773584905660377,0.07285974499089254,0.22452407614781633,3,0.77,0.02,0.13,0.04,0.04,0.06,10,0,21.0,40.0,894.0,4,4,4,4.0,A,3A
9528,0.61,0.4339622641509434,0.0018214936247723133,0.2743561030235162,1,0.6,0.04,0.3,0.02,0.03,0.02,1,2,24.0,1.0,1089.0,4,5,4,4.333333333333333,C,1C
6950,0.0842857142857143,0.24528301886792453,0.04371584699453552,0.19092945128779396,3,0.41,0.17,0.19,0.12,0.1,0.48,12,1,14.0,24.0,490.0,3,4,3,3.3333333333333335,B,3B
4613,0.62,0.05660377358490566,0.0546448087431694,0.09686450167973125,1,0.02,0.04,0.14,0.25,0.55,0.31,11,0,4.0,30.0,37.0,1,4,1,2.0,A,1A
10666,0.29999999999999993,0.03773584905660378,0.14571948998178508,0.10358342665173573,0,0.79,0.0,0.16,0.05,0.0,0.08,10,0,3.0,80.0,47.0,1,2,1,1.3333333333333333,A,0A
5261,0.33999999999999997,0.5849056603773585,0.15300546448087432,0.49832026875699886,3,0.78,0.0,0.19,0.02,0.01,0.07,10,0,32.0,84.0,1606.0,5,1,5,3.6666666666666665,A,3A
5602,0.3771428571428571,0.33962264150943394,0.15482695810564662,0.1349384098544233,3,0.88,0.03,0.08,0.01,0.0,0.02,4,2,19.0,85.0,768.0,4,1,4,3.0,C,3C
1294,0.25142857142857145,0.20754716981132076,0.15300546448087432,0.18253079507278835,0,0.81,0.0,0.17,0.01,0.01,0.07,10,0,12.0,84.0,393.0,3,1,3,2.3333333333333335,A,0A
1762,0.2728571428571428,0.22641509433962265,0.10746812386156648,0.1595744680851064,0,0.56,0.04,0.32,0.05,0.03,0.04,13,1,13.0,59.0,432.0,3,3,3,3.0,B,0B
4732,0.4514285714285714,0.32075471698113206,0.14207650273224043,0.2284434490481523,3,0.95,0.0,0.04,0.0,0.01,0.04,4,2,18.0,78.0,704.0,4,2,4,3.3333333333333335,C,3C
10177,0.26428571428571435,0.7735849056603773,0.014571948998178506,0.7497200447928332,3,0.74,0.03,0.22,0.0,0.01,0.02,10,0,42.0,8.0,2231.0,5,5,5,5.0,A,3A
8927,0.47857142857142854,0.8113207547169811,0.10382513661202186,0.6881298992161254,3,0.33,0.03,0.5,0.06,0.08,0.04,6,0,44.0,57.0,2347.0,5,3,5,4.333333333333333,A,3A
4121,0.47571428571428565,0.11320754716981132,0.14389799635701275,0.09742441209406495,1,0.44,0.04,0.43,0.07,0.02,0.41,12,1,7.0,79.0,184.0,2,2,2,2.0,B,1B
6096,0.5599999999999999,0.05660377358490566,0.09289617486338798,0.1013437849944009,1,0.48,0.15,0.19,0.0,0.18,0.11,7,0,4.0,51.0,92.0,1,3,2,2.0,A,1A
6048,0.6885714285714285,0.1509433962264151,0.07832422586520947,0.10526315789473685,1,0.8,0.0,0.19,0.0,0.0,0.01,10,0,9.0,43.0,262.0,3,3,3,3.0,A,1A
2063,0.20285714285714285,0.05660377358490566,0.01092896174863388,0.09686450167973125,0,0.23,0.13,0.4,0.11,0.13,0.39,9,0,4.0,6.0,34.0,1,5,1,2.3333333333333335,A,0A
8524,0.7971428571428573,0.18867924528301885,0.09836065573770492,0.08286674132138858,1,0.48,0.01,0.43,0.01,0.07,0.12,8,0,11.0,54.0,344.0,3,3,3,3.0,A,1A
3504,0.2757142857142857,0.1509433962264151,0.1621129326047359,0.12318029115341546,0,0.69,0.01,0.21,0.03,0.06,0.19,17,1,9.0,89.0,255.0,3,1,3,2.3333333333333335,B,0B
6079,0.8814285714285713,0.05660377358490566,0.07103825136612021,0.09462486002239642,1,0.55,0.1,0.29,0.04,0.01,0.11,13,1,4.0,39.0,49.0,1,4,1,2.0,B,1B
10629,0.88,0.18867924528301885,0.07832422586520947,0.1343784994400896,1,0.64,0.0,0.26,0.09,0.01,0.07,1,2,11.0,43.0,342.0,3,3,3,3.0,C,1C
9672,0.16142857142857148,0.7735849056603773,0.04735883424408015,0.5912653975363942,3,0.37,0.15,0.36,0.04,0.08,0.05,8,0,42.0,26.0,2231.0,5,4,5,4.666666666666667,A,3A
8539,0.36,0.09433962264150944,0.0546448087431694,0.11142217245240761,0,0.8,0.01,0.17,0.01,0.0,0.47,3,2,6.0,30.0,154.0,2,4,2,2.6666666666666665,C,0C
2732,0.2814285714285715,0.7547169811320754,0.061930783242258654,0.5520716685330347,3,0.5,0.02,0.28,0.12,0.08,0.16,7,0,41.0,34.0,2165.0,5,4,5,4.666666666666667,A,3A
5546,0.9771428571428572,0.8490566037735848,0.04189435336976321,0.583986562150056,2,0.77,0.02,0.19,0.02,0.01,0.04,10,0,46.0,23.0,2471.0,5,4,5,4.666666666666667,A,2A
5032,0.89,0.1509433962264151,0.023679417122040074,0.06606942889137737,1,0.46,0.1,0.37,0.0,0.07,0.34,12,1,9.0,13.0,263.0,3,5,3,3.6666666666666665,B,1B
6682,0.20571428571428574,0.49056603773584906,0.10018214936247723,0.44400895856662936,3,0.36,0.14,0.32,0.06,0.13,0.03,7,0,27.0,55.0,1282.0,4,3,5,4.0,A,3A
9066,0.36571428571428577,0.018867924528301886,0.14754098360655737,0.09798432250839866,0,0.16,0.11,0.34,0.15,0.24,0.22,11,0,2.0,81.0,25.0,1,1,1,1.0,A,0A
